x;y;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;dte_plantation;age_estim;clc_nbr_diag;dte_abattage;fk_nomtech;global_id;feuillage;remarquable
1721185.7925;8294349.2824;Quartier Remicourt;Parc des Champs-Elysées;14;3;121;EN PLACE;Adulte;tête de chat relaché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{530B40F0-4BEA-49F4-8F52-8F137E7C1FCE};Feuillu;Non
1721189.4742;8294356.0563;Quartier Remicourt;Parc des Champs-Elysées;4;1;132;EN PLACE;Adulte;semi libre;Bande de terre;Isolé;Non;NA;50;0;NA;PRUSER;{83E1EF08-1E49-4791-92E2-372E9675277D};Feuillu;Non
1721195.8984;8294349.3839;Quartier Remicourt;Parc des Champs-Elysées;6;4;71;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;15;0;NA;BETPEN;{88CBF2CC-7571-4A02-A26E-FF171A4BDB2F};Feuillu;Non
1721194.833;8294348.5994;Quartier Remicourt;Parc des Champs-Elysées;6;4;70;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;15;0;NA;BETPEN;{6C3499A3-4DFE-4319-96E0-0CB13A5ECF48};Feuillu;Non
1721165.433;8294344.7244;Quartier Remicourt;Parc des Champs-Elysées;18;4;291;REMPLACÉ;Adulte;semi libre;gazon;Isolé;Non;NA;50;0;2018/07/31 22:00:00+00;ROBPSE;{44B46AF2-5489-4F6C-8A58-3417A330FCC4};Feuillu;Non
1721155.5595;8294341.2743;Quartier Remicourt;Parc des Champs-Elysées;8;0;47;EN PLACE;Jeune;semi libre;gazon;Isolé;Non;NA;15;0;NA;QUEROBfas;{D7154FA3-44A6-4859-A8E1-1DD7EA6E96D7};Feuillu;Non
1721174.6418;8294344.6784;Quartier Remicourt;Parc des Champs-Elysées;18;1;141;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;CUP;{B8CD9C9D-6B15-4E9D-A24E-DA54B692C219};Conifère;Non
1721176.6029;8294342.0147;Quartier Remicourt;Parc des Champs-Elysées;13;1;60;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;CUP;{86F09142-3F5D-453A-B1B3-0C214B34555B};Conifère;Non
1721170.9688;8294335.5605;Quartier Remicourt;Parc des Champs-Elysées;21;3;123;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{495AB8EC-C2B2-4F39-A7F7-48B0C9674C61};Feuillu;Non
1721170.5457;8294332.5872;Quartier Remicourt;Parc des Champs-Elysées;17;3;79;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{292C1243-076E-4428-85AB-DB3D201E55EF};Feuillu;Non
1721167.1873;8294334.337;Quartier Remicourt;Parc des Champs-Elysées;17;5;59;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;20;0;NA;BETPEN;{2D10A0CA-03A3-404A-AB37-7AEF6FBC8ED1};Feuillu;Non
1721179.9989;8294337.0231;Quartier Remicourt;Parc des Champs-Elysées;19;6;309;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;130;0;NA;FAGSYLpur;{011DBE49-6CE5-48B5-890E-1B401E7A16E2};Feuillu;Oui
1721178.4828;8294330.1562;Quartier Remicourt;Parc des Champs-Elysées;20;4;330;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;130;0;NA;FAGSYL;{D1092F20-22DD-4772-A0AC-B8E5FA8116E6};Feuillu;Oui
1721173.7353;8294309.4248;Quartier Remicourt;Parc des Champs-Elysées;20;5;243;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYL;{ACC64409-FD8D-4B0F-BE1C-EB58C7CDA95A};Feuillu;Oui
1721183.1695;8294328.9901;Quartier Remicourt;Parc des Champs-Elysées;21;4;264;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYL;{CEF9C1FF-EE59-40DC-95AB-36C2FBEF30C5};Feuillu;Oui
1721181.7174;8294321.8579;Quartier Remicourt;Parc des Champs-Elysées;21;4;318;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;130;0;NA;FAGSYL;{CECB98BF-09F9-43BB-82A2-0B4E5904E9E8};Feuillu;Oui
1721178.6227;8294308.5216;Quartier Remicourt;Parc des Champs-Elysées;20;4;184;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYL;{6E365E2B-4C18-40C2-80A0-E2334A5AB46A};Feuillu;Oui
1721177.0447;8294302.1184;Quartier Remicourt;Parc des Champs-Elysées;20;4;199;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYL;{16EFCF6D-B25F-44AA-B5B7-37F241E2F20E};Feuillu;Oui
1721182.0942;8294304.5878;Quartier Remicourt;Parc des Champs-Elysées;19;5;193;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;CEDATL;{866B04F4-CD04-4805-AC1F-4C0ADC365CDB};Conifère;Non
1721194.1694;8294308.5829;Quartier Remicourt;Parc des Champs-Elysées;20;6;270;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;PLAACE;{A61B0A56-48F8-47B8-A05C-FE2BD701BA95};Feuillu;Non
1721198.6231;8294317.4342;Quartier Remicourt;Parc des Champs-Elysées;24;5;304;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;130;0;NA;SEQGIG;{7E242E0F-E5EA-4E7D-8C6F-6EE104E0C2C7};Conifère;Oui
1721206.1433;8294316.0852;Quartier Remicourt;Parc des Champs-Elysées;18;7;91;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;PINSYL;{DD4D1ADC-59B9-4580-AE5B-0EFD036FAC16};Conifère;Non
1721208.4438;8294314.411;Quartier Remicourt;Parc des Champs-Elysées;3;3;48;SUPPRIMÉ;Jeune;étêté;Bande de terre;Groupe;Non;NA;20;0;NA;BETPEN;{F5F95BDC-1189-4CFF-9FAA-92115CA1F440};Feuillu;Non
1721209.5467;8294318.1824;Quartier Remicourt;Parc des Champs-Elysées;12;2;65;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;BETPEN;{ADC55E37-5490-4129-AD32-3E64765EABA6};Feuillu;Non
1721211.6114;8294316.0624;Quartier Remicourt;Parc des Champs-Elysées;12;3;80;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;BETPEN;{B69C3BFC-05D9-4377-9806-5069DA08E7BD};Feuillu;Non
1721212.7364;8294318.3569;Quartier Remicourt;Parc des Champs-Elysées;9;3;79;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;BETPEN;{AD8ABDA7-2471-41A2-A1AA-69A8B591809E};Feuillu;Non
1721219.2045;8294324.2623;Quartier Remicourt;Parc des Champs-Elysées;14;1;122;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;CUP;{E5BEA413-9AC4-45F4-A983-646E0F0A631A};Conifère;Non
1721221.5672;8294322.1244;Quartier Remicourt;Parc des Champs-Elysées;11;1;84;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;CUP;{6933BCCA-1481-44E8-BA5D-5D8FB6195D89};Conifère;Non
1721223.5176;8294325.7458;Quartier Remicourt;Parc des Champs-Elysées;15;3;184;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;80;0;NA;FAGSYL;{47A28864-13BE-40E0-B20F-AA3D746CDCDC};Feuillu;Oui
1721227.3396;8294324.0581;Quartier Remicourt;Parc des Champs-Elysées;14;4;167;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;80;0;NA;AESHIP;{B3305E91-31AC-4DAD-8B63-D3C819B98B93};Feuillu;Non
1721230.2759;8294326.9431;Quartier Remicourt;Parc des Champs-Elysées;10;2;44;EN PLACE;Jeune;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;ACENEG;{CB13AD6D-F6A5-47D0-806C-BCB7DA8A9530};Feuillu;Non
1721230.3108;8294330.9123;Quartier Remicourt;Parc des Champs-Elysées;12;3;85;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;ACENEG;{13796F9C-7DBE-431B-9527-49E0E23E01A5};Feuillu;Non
1721232.3889;8294334.0033;Quartier Remicourt;Parc des Champs-Elysées;14;3;154;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;80;0;NA;CUPARI;{8F6F2058-B0E5-4356-AD70-D08A633DD6AB};Conifère;Non
1721232.3902;8294326.6599;Quartier Remicourt;Parc des Champs-Elysées;10;2;84;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;ACENEG;{96A1D822-00AA-455E-B4A2-70442CCE9451};Feuillu;Non
1721234.5193;8294328.0304;Quartier Remicourt;Parc des Champs-Elysées;14;2;87;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;CUP;{F3BD0E75-BBEC-45B2-B6AC-3202AD324662};Conifère;Non
1721237.0347;8294328.2066;Quartier Remicourt;Parc des Champs-Elysées;12;2;94;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;CUP;{8F77536B-48B3-434B-946B-5D15958B39BF};Conifère;Non
1721236.6547;8294330.1285;Quartier Remicourt;Parc des Champs-Elysées;12;2;75;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;CUP;{C1772DDB-6954-451F-9F0D-DF68B848BB06};Conifère;Non
1721240.9918;8294334.3243;Quartier Remicourt;Parc des Champs-Elysées;13;2;115;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;PINNIGnig;{0AD04974-CA6F-44F3-BD97-95323A17635E};Conifère;Non
1721242.9211;8294335.5643;Quartier Remicourt;Parc des Champs-Elysées;4;1;95;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;TAXBAC;{A17B26D1-CD52-45CE-8CC5-1D1479CD54AD};Conifère;Non
1721238.495;8294336.2649;Quartier Remicourt;Parc des Champs-Elysées;9;2;69;EN PLACE;Adulte;semi libre;Bande de terre;Groupe;Non;NA;50;0;NA;BETPEN;{ACD2A7F5-DA3C-460A-AEFE-47D4C082C4C5};Feuillu;Non
1721251.7983;8294348.5886;Quartier Remicourt;Parc des Champs-Elysées;26;0;443;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;130;0;NA;SEQGIG;{9A97AA7C-679B-4E0F-819D-A628CAD95CA1};Conifère;Oui
1721238.4307;8294366.0787;Quartier Remicourt;Parc des Champs-Elysées;9;2;84;REMPLACÉ;Adulte;semi libre;gazon;Isolé;Non;NA;50;0;2016/07/01 00:00:00+00;PAUTOM;{76855EF9-5C09-4D7C-A574-6C6B862C6E91};Feuillu;Non
1721225.9409;8294369.0608;Quartier Remicourt;Parc des Champs-Elysées;17;2;186;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;80;0;NA;CUPARI;{6FEB0570-EF6E-429C-AF22-760FD1E615DD};Conifère;Non
1721223.3067;8294367.417;Quartier Remicourt;Parc des Champs-Elysées;16;2;109;Essouché;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;CUP;{AD98E7D4-DD3F-4B08-8695-A9960C01581A};Conifère;Non
1721221.3876;8294365.8462;Quartier Remicourt;Parc des Champs-Elysées;14;4;94;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{9946A632-A202-4ECC-902C-F77A79A8D586};Feuillu;Non
1721218.1872;8294376.6083;Quartier Remicourt;Parc des Champs-Elysées;7;2;125;EN PLACE;Adulte;tête de chat relaché;gazon;Isolé;Non;NA;50;0;NA;TILCOR;{D30645B0-B86B-49F6-8172-083E029B2653};Feuillu;Non
1721214.993;8294381.129;Quartier Remicourt;Parc des Champs-Elysées;4;2;94;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{FD2FB926-842E-4761-9E2B-6B1D7A09D755};Feuillu;Non
1721212.8726;8294384.13;Quartier Remicourt;Parc des Champs-Elysées;4;2;120;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{752F98DD-F48B-4501-BE92-728CF63B8D82};Feuillu;Non
1721210.8175;8294387.0385;Quartier Remicourt;Parc des Champs-Elysées;4;2;112;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{EBF9696E-3FB3-4736-B8C2-EF9D9E51A60D};Feuillu;Non
1721208.7937;8294389.9029;Quartier Remicourt;Parc des Champs-Elysées;4;2;113;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{82D4033A-F40E-4789-AAA5-D575C0D3CFF9};Feuillu;Non
1721207.1594;8294392.2158;Quartier Remicourt;Parc des Champs-Elysées;4;2;87;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{E901343F-0BE6-4232-B669-D53EF5C788A8};Feuillu;Non
1721205.7854;8294394.1604;Quartier Remicourt;Parc des Champs-Elysées;4;2;104;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{29089E55-3CD6-4213-9BA5-F8DE1CD4391D};Feuillu;Non
1721204.2196;8294396.3765;Quartier Remicourt;Parc des Champs-Elysées;4;2;131;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{9FA5A3EF-B24F-489E-BE86-F08532822F7D};Feuillu;Non
1721199.3689;8294403.2416;Quartier Remicourt;Parc des Champs-Elysées;4;2;84;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{017D4123-DC62-48CD-845C-A57F49E1CA40};Feuillu;Non
1721197.803;8294405.4577;Quartier Remicourt;Parc des Champs-Elysées;4;2;87;EN PLACE;Adulte;tête de chat;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{C20E466F-724F-47A4-A3E9-E86E9B708FEE};Feuillu;Non
1721202.4018;8294409.3596;Quartier Remicourt;Parc des Champs-Elysées;17;7;85;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{A39F19E7-2EA4-457C-9022-C8DCEC560DD8};Feuillu;Non
1721203.8834;8294406.3298;Quartier Remicourt;Parc des Champs-Elysées;17;6;90;EN PLACE;Adulte;cépée;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{064BE2EA-3DB4-4760-82BF-AD5E331A4E46};Feuillu;Non
1721223.7914;8294402.608;Quartier Remicourt;Parc des Champs-Elysées;19;4;139;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{51480FEB-4E01-4A94-9A4D-A43A07408DDE};Conifère;Non
1721223.3757;8294400.4681;Quartier Remicourt;Parc des Champs-Elysées;17;4;100;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{4850F7BA-4D09-4976-B8BA-3503A7B0D071};Conifère;Non
1721226.0815;8294401.2381;Quartier Remicourt;Parc des Champs-Elysées;16;4;164;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{17BD8C53-AF70-414C-9A9B-D1A6D09D83CA};Conifère;Non
1721223.8238;8294390.038;Quartier Remicourt;Parc des Champs-Elysées;16;4;200;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;CATBIG;{6DB6CFC6-D1EC-44B6-9AF0-45ABF627F389};Feuillu;Non
1721230.6787;8294384.1822;Quartier Remicourt;Parc des Champs-Elysées;17;4;234;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;ACEPSE;{A34D267D-B8AF-47BB-BE65-217EFC07EC99};Feuillu;Non
1721253.7448;8294380.2474;Quartier Remicourt;Parc des Champs-Elysées;6;2;34;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;15;0;NA;MAGGRA;{DAE5854A-56F6-4E2C-9464-48FD240F478D};Feuillu;Non
1721249.2121;8294397.3558;Quartier Remicourt;Parc des Champs-Elysées;11;6;109;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;50;0;NA;PAUTOM;{02560191-05E5-4C3C-AA7C-22A87281B4A4};Feuillu;Non
1721238.7345;8294415.4694;Quartier Remicourt;Parc des Champs-Elysées;13;5;111;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;50;0;NA;CEDATL;{870A75BD-4A31-478F-90F9-DC3F36AF06C6};Conifère;Non
1721225.1274;8294429.8;Quartier Remicourt;Parc des Champs-Elysées;24;3;287;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;130;0;NA;CEDATL;{616640F9-9DD0-4E62-BBC0-02DD5496E099};Conifère;Non
1721248.8479;8294428.0557;Quartier Remicourt;Parc des Champs-Elysées;27;6;247;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;130;0;NA;PSEMEN;{DA2C2B53-ACAF-475A-B1EB-0A1D122F1732};Conifère;Oui
1721251.4375;8294436.6333;Quartier Remicourt;Parc des Champs-Elysées;21;6;137;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{0A1D7C1D-74AA-49F5-B518-01A10D5F4AA3};Feuillu;Non
1721246.93;8294435.6146;Quartier Remicourt;Parc des Champs-Elysées;21;6;157;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;80;0;NA;BETPEN;{4F0B0D98-C1BC-4F15-AA95-DA0DFFEE3C35};Feuillu;Non
1721248.6908;8294440.23;Quartier Remicourt;Parc des Champs-Elysées;21;8;133;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;BETPEN;{78F6D2B2-68EC-4450-881B-E4428006AFC4};Feuillu;Non
1721243.2533;8294453.774;Quartier Remicourt;Parc des Champs-Elysées;19;6;166;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{842CA775-59A4-486B-BD4C-6DAAE4FF7345};Conifère;Non
1721239.6673;8294452.2179;Quartier Remicourt;Parc des Champs-Elysées;19;6;118;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{D6F3C5E8-D87B-4EAF-860C-DD78B7267796};Conifère;Non
1721239.4319;8294455.5278;Quartier Remicourt;Parc des Champs-Elysées;19;6;147;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{5D7A30AC-DFF6-4735-ABB7-DAB8C95C9B03};Conifère;Non
1721240.9757;8294498.9907;Quartier Remicourt;Parc des Champs-Elysées;23;6;224;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{E9A07FE1-DA3E-4165-AD98-269BE85260C6};Feuillu;Oui
1721239.3106;8294493.8151;Quartier Remicourt;Parc des Champs-Elysées;23;6;146;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{2162C2F3-B29F-417D-B386-7402CCD5749A};Feuillu;Oui
1721237.6977;8294488.8023;Quartier Remicourt;Parc des Champs-Elysées;23;7;169;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{4EDD1FC7-90EC-42A0-9844-0A3DEF53BF83};Feuillu;Oui
1721236.0892;8294483.8026;Quartier Remicourt;Parc des Champs-Elysées;23;7;220;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{DE807923-C226-44E5-A941-00F84684A2AE};Feuillu;Oui
1721234.2761;8294478.1677;Quartier Remicourt;Parc des Champs-Elysées;19;6;214;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{9D6881C8-1A08-44AE-845A-D2841A872B6E};Feuillu;Oui
1721227.1819;8294456.1183;Quartier Remicourt;Parc des Champs-Elysées;21;5;188;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{F9390D70-DC7C-46EB-AFEE-F3E355B3096A};Feuillu;Oui
1721224.899;8294449.0226;Quartier Remicourt;Parc des Champs-Elysées;21;6;225;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{FC8E5797-0503-414F-A9ED-368B7FD31236};Feuillu;Oui
1721222.9307;8294442.9051;Quartier Remicourt;Parc des Champs-Elysées;21;7;190;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{CB0AA082-767F-4847-A6BD-61B9600FFC08};Feuillu;Oui
1721220.8232;8294436.3548;Quartier Remicourt;Parc des Champs-Elysées;21;7;218;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{21C85217-6225-40EE-A0EF-FC25BF04FFCD};Feuillu;Oui
1721218.7651;8294429.958;Quartier Remicourt;Parc des Champs-Elysées;20;5;131;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{D8177CC6-0531-4B28-8DBD-D0040790CDC3};Feuillu;Oui
1721216.8186;8294423.908;Quartier Remicourt;Parc des Champs-Elysées;21;5;182;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{70857591-A560-4A50-A3B0-F9ADDEB98A3B};Feuillu;Oui
1721214.8199;8294417.6959;Quartier Remicourt;Parc des Champs-Elysées;21;5;225;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{820DBA71-868A-4EE2-B1ED-8C3039E7041C};Feuillu;Oui
1721212.8864;8294411.6864;Quartier Remicourt;Parc des Champs-Elysées;21;5;166;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{98E2396D-B51E-4141-9579-DEFA0B48357F};Feuillu;Oui
1721210.9396;8294405.6356;Quartier Remicourt;Parc des Champs-Elysées;21;4;255;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{90FD6F44-3630-45EA-84D6-6EDBFD2FCA29};Feuillu;Oui
1721206.9602;8294413.651;Quartier Remicourt;Parc des Champs-Elysées;21;5;226;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{0F0D59CB-88E0-4BDA-8822-2699CA56841B};Feuillu;Oui
1721209.0357;8294420.102;Quartier Remicourt;Parc des Champs-Elysées;21;6;176;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{E29FB84D-5734-44EB-8128-1FB341C964DF};Feuillu;Oui
1721214.8027;8294438.0262;Quartier Remicourt;Parc des Champs-Elysées;21;6;290;REMPLACÉ;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;2018/09/30 22:00:00+00;FAGSYLpur;{4AD64019-48EF-46E1-96E6-066412067E65};Feuillu;Oui
1721216.8566;8294444.4097;Quartier Remicourt;Parc des Champs-Elysées;21;11;152;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{5C872118-8017-4950-9C30-060DB98B5B90};Feuillu;Oui
1721218.8784;8294450.694;Quartier Remicourt;Parc des Champs-Elysées;21;5;230;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{C946DDD6-FAAB-4C9E-AAB2-90615617FA2E};Feuillu;Oui
1721221.0339;8294457.3931;Quartier Remicourt;Parc des Champs-Elysées;21;10;203;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{F2F7A2DE-8F04-4AB5-BC0C-C467B0D247CD};Feuillu;Oui
1721223.9348;8294466.4095;Quartier Remicourt;Parc des Champs-Elysées;21;8;244;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{5386FAFC-6E5B-4273-931D-9C480A43465E};Feuillu;Oui
1721230.015;8294485.3073;Quartier Remicourt;Parc des Champs-Elysées;21;6;299;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{61ECA471-2CCE-445B-9477-BD80EFF8CBAD};Feuillu;Oui
1721231.844;8294490.9919;Quartier Remicourt;Parc des Champs-Elysées;21;7;259;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{7651A059-4948-4095-8FA9-2E26A9421210};Feuillu;Oui
1721233.4307;8294495.924;Quartier Remicourt;Parc des Champs-Elysées;21;7;203;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{E14E1143-3794-45AB-B95E-C6A077B99767};Feuillu;Oui
1721234.9363;8294500.6033;Quartier Remicourt;Parc des Champs-Elysées;21;7;208;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{E9882FB4-31E8-488F-AFA7-07C65EE08E23};Feuillu;Oui
1721238.0548;8294510.2959;Quartier Remicourt;Parc des Champs-Elysées;21;6;241;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{4AF76E9A-12E7-438D-95A5-F3ED8CE66703};Feuillu;Oui
1721239.8663;8294515.9264;Quartier Remicourt;Parc des Champs-Elysées;21;6;247;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;FAGSYLpur;{A37A85A1-DD77-4AE2-BD3E-B3CAB742DDE5};Feuillu;Oui
1721233.7063;8294525.0761;Quartier Remicourt;Parc des Champs-Elysées;30;6;441;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;130;0;NA;SEQGIG;{F01D0F8D-44B7-4B53-A040-744485DAF677};Conifère;Oui
1721230.1579;8294535.9936;Quartier Remicourt;Parc des Champs-Elysées;20;4;214;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;PLAACE;{8FC6A8C3-C937-4F1D-8BCD-E1CF4D3BACDC};Feuillu;Non
1721223.4878;8294516.4806;Quartier Remicourt;Parc des Champs-Elysées;4;15;218;EN PLACE;Jeune;libre;gazon;Isolé;Non;2013/07/30 22:00:00+00;5;0;2013/07/01 00:00:00+00;PAUTOM;{692A5F44-B2A7-44C3-AE98-6F8F3716D8DA};Feuillu;Non
1721220.6638;8294520.3162;Quartier Remicourt;Parc des Champs-Elysées;20;6;191;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;PLAACE;{0A1D64C3-47C0-4118-BC9A-11BC1078F41D};Feuillu;Non
1721209.9443;8294520.0139;Quartier Remicourt;Parc des Champs-Elysées;20;6;208;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;PLAACE;{934F7155-F10F-4610-9EE7-7DADD9BA6A1F};Feuillu;Non
1721202.9942;8294515.0738;Quartier Remicourt;Parc des Champs-Elysées;20;8;178;EN PLACE;Adulte;semi libre;gazon;Alignement;Non;NA;80;0;NA;PLAACE;{B3F3DD65-5CF8-4FEA-8C24-66AF900871CB};Feuillu;Non
1721206.4449;8294510.28;Quartier Remicourt;Parc des Champs-Elysées;20;8;206;EN PLACE;Adulte;semi libre;gazon;Isolé;Non;NA;80;0;NA;PLAACE;{0CFF4A40-1322-41E5-B07F-4152CCD13134};Feuillu;Non
